THREAT ID,THREAT,VULNERABILITY ID,VULNERABILITY,VTHE,COUNTERMEASURE ID,COUNTERMEASURE
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.18,Password expiration control
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.19,Minimum password length assignment
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.20,Consecutive request for multiple passwords after entering userid
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.21,Check new user-generated passwords
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.22,Stop requesting the userid for a certain period of time after n failed login attempts
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.23,Identification of a user with a unique personal code
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.24,Inactive terminals lock the screen or log off after a predetermined period of time
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.25,Proxy account routing
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.26,User account routing
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.27,"The system does not warn the user that the userid is incorrect and still allows the password to be entered. After the password has been entered, it generically communicates that access has not been permitted"
M6,Computer virus attack,V8,Inadequate logical access control,4,s9,"Implementation of ""discretionary access control"""
M6,Computer virus attack,V8,Inadequate logical access control,4,s10,"Implementation of ""mandatory access control"""
M6,Computer virus attack,V14,Inadequate supervision,1,s11,Trusted path
M6,Computer virus attack,V14,Inadequate supervision,1,s12,Trusted recovery capability
M6,Computer virus attack,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode
M6,Computer virus attack,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure
M6,Computer virus attack,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups
M6,Computer virus attack,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords"
M6,Computer virus attack,V16,Untrained staff,3,pe4,Staff training
M6,Computer virus attack,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff
M6,Computer virus attack,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out
M6,Computer virus attack,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired
M6,Computer virus attack,V16,Untrained staff,3,pe4.4,Periodic knowledge checks
M6,Computer virus attack,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3,Instructions on safety and personnel management
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.1,Motivate staff to follow the company's safety policy
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.4,Avoid situations of discontent on the part of employees
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.5,Regularly review staff safety training
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.6,Keep staff informed of safety news
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.7,Maintain a climate of serenity within the company
M6,Computer virus attack,V23,Unauthorized software applications,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues
M6,Computer virus attack,V23,Unauthorized software applications,2,pr21,Hardware and software inventory
M6,Computer virus attack,V23,Unauthorized software applications,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26,Configuration Management
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.1,Assigning a unique identifier to each entry
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.2,Developing a Configuration Management Plan
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.3,Recording all changes to a system's configuration
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.4,Implementing a configuration control plan
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.5,Life cycle assurance
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9,Software development/update control
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.1,Setting the gold standard for software development
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes"
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.3,Definition of system security features
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.5,Assignment of authorized personnel to develop safety procedures
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.6,Perform file access controls for analysts and programmers
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects"
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.8,Functional tests on the correct functioning of safety procedures
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.9,Functional testing of security procedure vulnerabilities
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.11,System Penetration Test
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration"
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.13,Formal demonstrations of how the software works
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,s9,"Implementation of ""discretionary access control"""
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,s10,"Implementation of ""mandatory access control"""
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr21,Hardware and software inventory
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26,Configuration Management
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.1,Assigning a unique identifier to each entry
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.2,Developing a Configuration Management Plan
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.3,Recording all changes to a system's configuration
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.4,Implementing a configuration control plan
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.5,Life cycle assurance
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s7,Software for controlling system hardware/software configurations
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s7.1,Central Processing Unit Configuration Control
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s7.2,Check communication ports connected to the network
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s11,Trusted path
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s13,RAM resident application control program
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s14,Antivirus applications
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s14.1,Control of major operating system calls or specific malicious actions via TSR procedures
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s14.2,"Programs for scanning files, identifying the virus strain, identifying the type of infection, deleting infected files"
M7,Logic bombs,V7,Untested software applications,2,pr9,Software development/update control
M7,Logic bombs,V7,Untested software applications,2,pr9.1,Setting the gold standard for software development
M7,Logic bombs,V7,Untested software applications,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes"
M7,Logic bombs,V7,Untested software applications,2,pr9.3,Definition of system security features
M7,Logic bombs,V7,Untested software applications,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented
M7,Logic bombs,V7,Untested software applications,2,pr9.5,Assignment of authorized personnel to develop safety procedures
M7,Logic bombs,V7,Untested software applications,2,pr9.6,Perform file access controls for analysts and programmers
M7,Logic bombs,V7,Untested software applications,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects"
M7,Logic bombs,V7,Untested software applications,2,pr9.8,Functional tests on the correct functioning of safety procedures
M7,Logic bombs,V7,Untested software applications,2,pr9.9,Functional testing of security procedure vulnerabilities
M7,Logic bombs,V7,Untested software applications,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken
M7,Logic bombs,V7,Untested software applications,2,pr9.11,System Penetration Test
M7,Logic bombs,V7,Untested software applications,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration"
M7,Logic bombs,V7,Untested software applications,2,pr9.13,Formal demonstrations of how the software works
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1,Identification and authentication
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.1,Password is not displayed on screen as you type
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.2,The password is case sensitive.
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.3,Password requires special characters
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.4,Password must contain at least one numeric character
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.5,Password must contain at least one alphabetic character
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.6,The password must not contain more than three consecutive numbers or letters
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.7,The password must not contain more than two consecutive identical numbers or letters
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.8,New passwords must always be entered twice to verify correct typing.
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.9,Encryption of passwords in transit on the network
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.10,Encryption of passwords stored on the host
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.11,Access blocked after n failed login attempts
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.12,Time-limited access
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.13,Viewing Last Login Messages
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.14,Disabling system messages
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.15,Periodic password change request
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.16,Request for a different password from the previous one each time it is changed
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.17,Creation of pronounceable passwords by the system
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.18,Password expiration control
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.19,Minimum password length assignment
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.20,Consecutive request for multiple passwords after entering userid
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.21,Check new user-generated passwords
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.22,Stop requesting the userid for a certain period of time after n failed login attempts
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.23,Identification of a user with a unique personal code
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.24,Inactive terminals lock the screen or log off after a predetermined period of time
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.25,Proxy account routing
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.26,User account routing
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.27,"The system does not warn the user that the userid is incorrect and still allows the password to be entered. After the password has been entered, it generically communicates that access has not been permitted"
M7,Logic bombs,V9,Non-existent logical access procedures,4,s9,"Implementation of ""discretionary access control"""
M7,Logic bombs,V9,Non-existent logical access procedures,4,s10,"Implementation of ""mandatory access control"""
M7,Logic bombs,V8,Inadequate logical access control,4,s1,Identification and authentication
M7,Logic bombs,V8,Inadequate logical access control,4,s1.1,Password is not displayed on screen as you type
M7,Logic bombs,V8,Inadequate logical access control,4,s1.2,The password is case sensitive.
M7,Logic bombs,V8,Inadequate logical access control,4,s1.3,Password requires special characters
M7,Logic bombs,V8,Inadequate logical access control,4,s1.4,Password must contain at least one numeric character
M7,Logic bombs,V8,Inadequate logical access control,4,s1.5,Password must contain at least one alphabetic character
M7,Logic bombs,V8,Inadequate logical access control,4,s1.6,The password must not contain more than three consecutive numbers or letters
M7,Logic bombs,V8,Inadequate logical access control,4,s1.7,The password must not contain more than two consecutive identical numbers or letters
M7,Logic bombs,V8,Inadequate logical access control,4,s1.8,New passwords must always be entered twice to verify correct typing.
M7,Logic bombs,V8,Inadequate logical access control,4,s1.9,Encryption of passwords in transit on the network
M7,Logic bombs,V8,Inadequate logical access control,4,s1.10,Encryption of passwords stored on the host
M7,Logic bombs,V8,Inadequate logical access control,4,s1.11,Access blocked after n failed login attempts
M7,Logic bombs,V8,Inadequate logical access control,4,s1.12,Time-limited access
M7,Logic bombs,V8,Inadequate logical access control,4,s1.13,Viewing Last Login Messages
M7,Logic bombs,V8,Inadequate logical access control,4,s1.14,Disabling system messages
M7,Logic bombs,V8,Inadequate logical access control,4,s1.15,Periodic password change request
M7,Logic bombs,V8,Inadequate logical access control,4,s1.16,Request for a different password from the previous one each time it is changed
M7,Logic bombs,V8,Inadequate logical access control,4,s1.17,Creation of pronounceable passwords by the system
M7,Logic bombs,V8,Inadequate logical access control,4,s1.18,Password expiration control
M7,Logic bombs,V8,Inadequate logical access control,4,s1.19,Minimum password length assignment
M7,Logic bombs,V8,Inadequate logical access control,4,s1.20,Consecutive request for multiple passwords after entering userid
M7,Logic bombs,V8,Inadequate logical access control,4,s1.21,Check new user-generated passwords
M7,Logic bombs,V8,Inadequate logical access control,4,s1.22,Stop requesting the userid for a certain period of time after n failed login attempts
M7,Logic bombs,V8,Inadequate logical access control,4,s1.23,Identification of a user with a unique personal code
M7,Logic bombs,V8,Inadequate logical access control,4,s1.24,Inactive terminals lock the screen or log off after a predetermined period of time
M7,Logic bombs,V8,Inadequate logical access control,4,s1.25,Proxy account routing
M7,Logic bombs,V8,Inadequate logical access control,4,s1.26,User account routing
M7,Logic bombs,V8,Inadequate logical access control,4,s1.27,"The system does not warn the user that the userid is incorrect and still allows the password to be entered. After the password has been entered, it generically communicates that access has not been permitted"
M7,Logic bombs,V8,Inadequate logical access control,4,s9,"Implementation of ""discretionary access control"""
M7,Logic bombs,V8,Inadequate logical access control,4,s10,"Implementation of ""mandatory access control"""
M7,Logic bombs,V14,Inadequate supervision,1,s11,Trusted path
M7,Logic bombs,V14,Inadequate supervision,1,s12,Trusted recovery capability
M7,Logic bombs,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode
M7,Logic bombs,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure
M7,Logic bombs,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups
M7,Logic bombs,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords"
M7,Logic bombs,V16,Untrained staff,3,pe4,Staff training
M7,Logic bombs,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff
M7,Logic bombs,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out
M7,Logic bombs,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired
M7,Logic bombs,V16,Untrained staff,3,pe4.4,Periodic knowledge checks
M7,Logic bombs,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise
M7,Logic bombs,V23,Unauthorized software applications,2,pe3,Instructions on safety and personnel management
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.1,Motivate staff to follow the company's safety policy
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.4,Avoid situations of discontent on the part of employees
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.5,Regularly review staff safety training
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.6,Keep staff informed of safety news
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.7,Maintain a climate of serenity within the company
M7,Logic bombs,V23,Unauthorized software applications,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues
M7,Logic bombs,V23,Unauthorized software applications,2,pr21,Hardware and software inventory
M7,Logic bombs,V23,Unauthorized software applications,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification
M7,Logic bombs,V23,Unauthorized software applications,2,pr26,Configuration Management
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.1,Assigning a unique identifier to each entry
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.2,Developing a Configuration Management Plan
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.3,Recording all changes to a system's configuration
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.4,Implementing a configuration control plan
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.5,Life cycle assurance
M8,Lightning strike,V34,System not protected from lightning,2,h14,Lightning Protection
M8,Lightning strike,V34,System not protected from lightning,2,h14.1,Lightning rods
M8,Lightning strike,V34,System not protected from lightning,2,h14.2,Presence of the land line
M8,Lightning strike,V12,Untested emergency procedures,1,pr6,Emergency plan
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.1,Procedure manual to be provided to the personnel in charge
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.2,Placement of emergency procedure summary tables (including emergency and management telephone numbers)
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.3,Establish rules to verify that an emergency situation actually exists
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.4,Procedure for recovering damaged data
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.5,Presence of a checklist for emergency procedures
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.6,Procedures for repairing or replacing malfunctioning or defective hardware
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.7,Emergency data deletion/destruction procedures
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.8,Locking backups in fireproof safes
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.9,Obligation to contact the Security Officer
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.10,Obligation to contact any external support services
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.11,"Computer shutdown plan, air conditioning systems, electrical systems"
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.12,"Periodic review of the emergency plan, with any updates or changes"
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.13,Test and simulate emergency procedures at least once every six months
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3,Instructions on safety and personnel management
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.1,Motivate staff to follow the company's safety policy
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.4,Avoid situations of discontent on the part of employees
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.5,Regularly review staff safety training
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.6,Keep staff informed of safety news
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.7,Maintain a climate of serenity within the company
M9,Searching through the garbage,V24,Abandoned waste material,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues
M9,Searching through the garbage,V24,Abandoned waste material,2,pr4,"Checking waste collection containers to see if they contain objects (documents, disks, tapes, etc.) that may contain data"
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3,Instructions on safety and personnel management
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.1,Motivate staff to follow the company's safety policy
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.4,Avoid situations of discontent on the part of employees
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.5,Regularly review staff safety training
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.6,Keep staff informed of safety news
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.7,Maintain a climate of serenity within the company
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9,Software development/update control
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.1,Setting the gold standard for software development
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes"
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.3,Definition of system security features
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.5,Assignment of authorized personnel to develop safety procedures
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.6,Perform file access controls for analysts and programmers
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects"
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.8,Functional tests on the correct functioning of safety procedures
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.9,Functional testing of security procedure vulnerabilities
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.11,System Penetration Test
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration"
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.13,Formal demonstrations of how the software works
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,s9,"Implementation of ""discretionary access control"""
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,s10,"Implementation of ""mandatory access control"""
M10,Covert storage channel,V7,Untested software applications,2,pr9,Software development/update control
M10,Covert storage channel,V7,Untested software applications,2,pr9.1,Setting the gold standard for software development
M10,Covert storage channel,V7,Untested software applications,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes"
M10,Covert storage channel,V7,Untested software applications,2,pr9.3,Definition of system security features
M10,Covert storage channel,V7,Untested software applications,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented
M10,Covert storage channel,V7,Untested software applications,2,pr9.5,Assignment of authorized personnel to develop safety procedures
M10,Covert storage channel,V7,Untested software applications,2,pr9.6,Perform file access controls for analysts and programmers
M10,Covert storage channel,V7,Untested software applications,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects"
M10,Covert storage channel,V7,Untested software applications,2,pr9.8,Functional tests on the correct functioning of safety procedures
M10,Covert storage channel,V7,Untested software applications,2,pr9.9,Functional testing of security procedure vulnerabilities
M10,Covert storage channel,V7,Untested software applications,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken
M10,Covert storage channel,V7,Untested software applications,2,pr9.11,System Penetration Test
M10,Covert storage channel,V7,Untested software applications,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration"
M10,Covert storage channel,V7,Untested software applications,2,pr9.13,Formal demonstrations of how the software works
M10,Covert storage channel,V23,Unauthorized software applications,2,pe3,Instructions on safety and personnel management
M10,Covert storage channel,V23,Unauthorized software applications,2,pe3.1,Motivate staff to follow the company's safety policy
M10,Covert storage channel,V23,Unauthorized software applications,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.
M10,Covert storage channel,V23,Unauthorized software applications,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos"
M10,Covert storage channel,V23,Unauthorized software applications,2,pe3.4,Avoid situations of discontent on the part of employees
M10,Covert storage channel,V23,Unauthorized software applications,2,pe3.5,Regularly review staff safety training
M10,Covert storage channel,V23,Unauthorized software applications,2,pe3.6,Keep staff informed of safety news
M10,Covert storage channel,V23,Unauthorized software applications,2,pe3.7,Maintain a climate of serenity within the company
M10,Covert storage channel,V23,Unauthorized software applications,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues
M10,Covert storage channel,V23,Unauthorized software applications,2,pr21,Hardware and software inventory
M10,Covert storage channel,V23,Unauthorized software applications,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification
M10,Covert storage channel,V23,Unauthorized software applications,2,pr26,Configuration Management
M10,Covert storage channel,V23,Unauthorized software applications,2,pr26.1,Assigning a unique identifier to each entry
M10,Covert storage channel,V23,Unauthorized software applications,2,pr26.2,Developing a Configuration Management Plan
M10,Covert storage channel,V23,Unauthorized software applications,2,pr26.3,Recording all changes to a system's configuration
M10,Covert storage channel,V23,Unauthorized software applications,2,pr26.4,Implementing a configuration control plan
M10,Covert storage channel,V23,Unauthorized software applications,2,pr26.5,Life cycle assurance
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,pr21,Hardware and software inventory
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,pr26,Configuration Management
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,pr26.1,Assigning a unique identifier to each entry
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,pr26.2,Developing a Configuration Management Plan
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,pr26.3,Recording all changes to a system's configuration
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,pr26.4,Implementing a configuration control plan
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,pr26.5,Life cycle assurance
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,s7,Software for controlling system hardware/software configurations
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,s7.1,Central Processing Unit Configuration Control
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,s7.2,Check communication ports connected to the network
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,s11,Trusted path
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,s13,RAM resident application control program
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,s14,Antivirus applications
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,s14.1,Control of major operating system calls or specific malicious actions via TSR procedures
M10,Covert storage channel,V4,Failure to periodically check the procedures installed on the system,3,s14.2,"Programs for scanning files, identifying the virus strain, identifying the type of infection, deleting infected files"
M10,Covert storage channel,V20,Lack of software to control hardware configurations,1,pr26,Configuration Management
M10,Covert storage channel,V20,Lack of software to control hardware configurations,1,pr26.1,Assigning a unique identifier to each entry
M10,Covert storage channel,V20,Lack of software to control hardware configurations,1,pr26.2,Developing a Configuration Management Plan
M10,Covert storage channel,V20,Lack of software to control hardware configurations,1,pr26.3,Recording all changes to a system's configuration
M10,Covert storage channel,V20,Lack of software to control hardware configurations,1,pr26.4,Implementing a configuration control plan
M10,Covert storage channel,V20,Lack of software to control hardware configurations,1,pr26.5,Life cycle assurance
M10,Covert storage channel,V36,No control over system clock,1,s5,"Software for the identification and analysis of ""covert channels"""
M10,Covert storage channel,V36,No control over system clock,1,s5.2,Covert Timing Channel Analysis
M10,Covert storage channel,V36,No control over system clock,1,s5.3,Access to the system clock is not allowed
M11,Covert timing channel,V3,Uncontrolled changes to the application software,2,pr9,Software development/update control
M11,Covert timing channel,V3,Uncontrolled changes to the application software,2,pr9.1,Setting the gold standard for software development
M11,Covert timing channel,V3,Uncontrolled changes to the application software,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes"
M11,Covert timing channel,V3,Uncontrolled changes to the application software,2,pr9.3,Definition of system security features
M11,Covert timing channel,V3,Uncontrolled changes to the application software,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented
M11,Covert timing channel,V3,Uncontrolled changes to the application software,2,pr9.5,Assignment of authorized personnel to develop safety procedures
